Hogy mondanád másképp: szobrászat?;kris;advocatura;kolonizátor;plasztika;4
Hogy mondanád másképp: fényesít, csiszol?;kauzalitás;konklúzió;políroz;adamita;3
Hogy mondanád másképp: fopap?;pontifex;fritoz;frappáns;snájdig;1
Hogy mondanád másképp: lyukacsosság?;porozitás;partíció;piráta;blaszfémia;1
Hogy mondanád másképp: lélegzés?;respiráció;terrakotta;imbecilitás;inkompetencia;1
Hogy mondanád másképp: kockáztat?;reszkíroz;plauzíbilis;didaktika;dedukció;1
Hogy mondanád másképp: szemle?;permutáció;delírium;cenzus;review;4
Hogy mondanád másképp: forradalom?;akinesia;medicina;revolúció;aeternitas;3
Hogy mondanád másképp: helyfoglalás?;rezerváció;ventiláció;independencia;traverz;1
Hogy mondanád másképp: mereven szigorú?;szemantika;szupplementum;rigorózus;granárium;3
Hogy mondanád másképp: körhinta?;fixálás;sipsirica;ringlispíl;sifríroz;3
Hogy mondanád másképp: versengés?;mizerábilis;rivalitás;monstre;alfabetice;2
Hogy mondanád másképp: rovat, hasáb?;rubrika;a dato;kaverna;konspiráció;1
Hogy mondanád másképp: rom, omladék?;verzifikáció;izoláció;ruina;indiszponált;3
Hogy mondanád másképp: mezei, falusi?;sóher;fregoli;fuga;rurális;4
Hogy mondanád másképp: egészség?;hidrocefália;szenzibilitás;szekundáns;sanitas;4
Hogy mondanád másképp: tudomány?;scientia;dedukció;diéta;projekció;1
Hogy mondanád másképp: fehérnemus és ruhásszekrény?;anomália;parciális;sifonér;basztard;3
Hogy mondanád másképp: építési törmelék?;ambassadeur;sitt;oráció;nitt;2
Hogy mondanád másképp: császármorzsa?;eleváció;smarni;ekvátor;refrigerátor;2
Hogy mondanád másképp: bizalmas beszélgetés, csevegés?;trotli;jáger;verzifikáció;smúz;4
Hogy mondanád másképp: torszeru egyenes kard?;ambidextria;aspiráns;spádé;organizáció;3
Hogy mondanád másképp: kém, besúgó?;anatéma;objektivitás;alias;spion;4
Hogy mondanád másképp: rendelkezik, dönt?;grafológia;szedál;spájz;statuál;4
Hogy mondanád másképp: polcos állvány?;fixa idea;rezümé;stelázsi;shopping;3
Hogy mondanád másképp: roham?;sturm;stelázsi;flinta;generózus;1
Hogy mondanád másképp: megbízhatatlan ember, szélhámos?;svihák;akkomodáció;affektál;laikus;1
Hogy mondanád másképp: lendület?;kavalkád;abasia;konkordancia;svung;4
Hogy mondanád másképp: elkülönülés, elszakadás?;szecesszió;nervozitás;alteregó;akromegália;1
Hogy mondanád másképp: zaklatás, bosszantás?;szekatúra;golgota;granulátum;spedíció;1
Hogy mondanád másképp: vasúti karos jelzo?;szemafor;aspiráns;organizáció;atrocitás;1
Hogy mondanád másképp: elkülönített fülke, különszoba?;round;szeparé;fávor;respektál;2
Hogy mondanád másképp: nemi vonzero?;indefinit;venerábilis;trapp;szexepil;4
Hogy mondanád másképp: aláírás, kézjegy?;revizor;reiteráció;szignatúra;exitus;3
Hogy mondanád másképp: együttmuködés?;pluralitás;defenzíva;szinergia;diftéria;3
Hogy mondanád másképp: összefoglalás, hosszabb vázlat?;alezánc;monokromázia;agorafóbia;szinopszis;4
Hogy mondanád másképp: zengés, zengo hangzás?;szonoritás;protagonista;eklipszis;referendum;1
Hogy mondanád másképp: sugalmazás, befolyásolás?;explicit;rekompenzál;szuggesztió;rezervoár;3
Hogy mondanád másképp: emléktárgy?;tiara;urbanizáció;szuvenir;imágó;3
Hogy mondanád másképp: szerencsehozó apró tárgy?;interceptor;zelóta;talizmán;vacilláció;3
Hogy mondanád másképp: göngyöleg (súlya)?;permanencia;pozor;tára;dependencia;3
Hogy mondanád másképp: csapatmunka?;exitus;teamwork;embólia;rezultátum;2
Hogy mondanád másképp: pápai hármas korona?;geometria;tiara;hapták;szimptóma;2
Hogy mondanád másképp: ideges izomrángás?;tic;rurális;fragmentum;felonia;1
Hogy mondanád másképp: zsarnokság?;tirranizmus;melankólia;alpinista;akrofóbia;1
Hogy mondanád másképp: torony?;aspektus;ordré;ambicionál;tower;4
Hogy mondanád másképp: mesterkedés, fondorkodás?;trafika;adult;kollaboráció;abszcissza;1
Hogy mondanád másképp: közúti villamosvasút?;epitáfium;tram;rotunda;replika;2
Hogy mondanád másképp: remegés, félelem?;sacrificium;tréma;smog;fregoli;2
Hogy mondanád másképp: bárgyú, ügyefogyott?;trotli;bikefál;parciális;offenzíva;1
Hogy mondanád másképp: alapos, gondos, rendes?;veterán;kalamáris;tüchtig;abjuráció;3
Hogy mondanád másképp: egyesült?;instinktív;kartográfia;united;usztasa;3
Hogy mondanád másképp: horvát fegyveres fasiszta?;usztasa;obszcenitás;nutritív;anemométer;1
Hogy mondanád másképp: hasznosítás, felhasználás?;invalidus;utilizáció;trancsíroz;indifferencia;2
Hogy mondanád másképp: mosogatótál?;vájdling;nepotizmus;akrofóbia;alteráció;1
Hogy mondanád másképp: párologtatás?;hezitáció;vaporizáció;grandiózus;szeizmológia;2
Hogy mondanád magyarul: szinódus?;légzsák;kiáltvány;titkosírás;egyháti zsinat;4
Hogy mondanád magyarul: sztratifikáció?;szótárírás;rétegzodés;megerosíto;gyémánt;2
Hogy mondanád magyarul: szuperioritás?;fölény, felsobbrenduség;tett;környezet;konyomat;1
Mikor került trónra I. András?;1304;1790;1835;1046;4
Mikor került trónra I. Béla?;1711;1780;1060;1272;3
Mikor került trónra II. Béla?;1041;1038;1131;1385;3
Mikor került trónra Imre?;1196;1526;1116;1131;1
Mikor került trónra IV. Béla?;1235;1038;1382;1000;1
Mikor került trónra Vencel?;1608;1172;1301;1637;3
Mikor került trónra Albert?;1270;1235;1711;1438;4
Mikor került trónra I. Ulászló?;1204;1657;1172;1440;4
Mikor került trónra I. Miksa?;1270;1780;1272;1564;4
Mikor került trónra IV. Ferdinánd?;1074;1444;1063;1647;4
Mikor került trónra III. Károly?;1711;1792;1301;1790;1
Mikor került trónra I. Ferenc József?;1060;1848;1440;1444;2
Meddig uralkodott I. András?;1654;1060;1204;1657;2
Meddig uralkodott Salamon?;1074;1540;1141;1564;1
Meddig uralkodott II. István?;1916;1304;1835;1131;4
Meddig uralkodott III. László?;1382;1205;1835;1916;2
Meddig uralkodott V. István?;1163;1657;1196;1272;4
Meddig uralkodott III. András?;1526;1116;1141;1301;4
Meddig uralkodott V. László?;1060;1439;1074;1457;4
Meddig uralkodott I. Mátyás?;1041;1387;1382;1490;4
Meddig uralkodott II. Lajos?;1301;1780;1526;1792;3
Meddig uralkodott I. József?;1204;1205;1711;1705;3
Meddig uralkodott III. Károly?;1172;1163;1740;1637;3
Meddig uralkodott I. Ferenc József?;1916;1790;1290;1835;1
"Mikor készült el André Calmette ""Guise herceg meggyilkolása"" címü filmje?";1942;1979;1935;1908;4
"Mikor készült el Victorin Jasset ""A csapda"" címü filmje?";1969;1967;1908;1924;3
"Mikor készült el Enrico Guazzoni ""Quo vadis?"" címü filmje?";1984;1913;1945;1982;2
"Mikor készült el Ernst Lubitsch ""Madame Dubarry"" címü filmje?";1990;1988;1919;1957;3
"Mikor készült el Fred Niblo ""Zorro jele"" címü filmje?";1920;1978;1980;1941;1
"Mikor készült el Garry Marshall ""Micsoda no!"" címü filmje?";1982;1990;1942;1981;2
"Mikor készült el Jerry Zucker ""Ghost"" címü filmje?";1952;1950;1990;1987;3
"Mikor készült el Luc Besson ""Nikita"" címü filmje?";1933;1977;1934;1990;4
"Mikor készült el Ron Howard ""Lánglovagok"" címü filmje?";1983;1991;1949;1944;2
"Mikor készült el Curtis Hanson ""A kéz, amely a bölcsot ringatja"" címü filmje?";1991;1960;1992;1962;3
"Mikor készült el Adrian Lyne ""Tisztességtelen ajánlat"" címü filmje?";1920;1970;1973;1993;4
"Mikor készült el Joel Schumacher ""Összeomlás"" címü filmje?";1994;1993;1966;1967;2
"Mikor készült el Quentin Tarantino ""Ponyvaregény"" címü filmje?";1965;1967;1994;1993;3
"Mikor készült el Mark Rydell ""Intersection-Vágyak vonzásában"" címü filmje?";1944;1941;1982;1994;4
"Mikor készült el Andrew Fleming ""Édeshármas"" címü filmje?";1977;1939;1994;1935;3
Melyik ország fovárosa Prága?;Ecuador;Szaúd-Arábia;Nepál;Csehország;4
Melyik ország fovárosa Helsinki?;Szlovákia;Románia;Malawi;Finnország;4
Melyik ország fovárosa Athén?;Horvátország;Görögország;Egyiptom;Gabon;2
Melyik ország fovárosa Vaduz?;Litvánia;Izland;Liechtenstein;Gambia;3
Melyik ország fovárosa Kisinyov?;Irak;Moldova;Costa-Rica;Ciprus;2
Melyik ország fovárosa Monaco?;Monaco;Uganda;Bahrein;Ukrajna;1
Melyik ország fovárosa Moszkva?;Suriname;Oroszország;Thaiföld;Kiribati;2
Melyik ország fovárosa Ljubljana?;Üzbegisztán;Bissau-Guinea;Szlovénia;Pápua Uj-Guinea;3
Melyik ország fovárosa Ankara?;Törökország;Kolumbia;Brazília;Örményország;1
Melyik ország fovárosa Thimbu?;Botswana;Vietnam;Észtország;Bhután;4
Melyik ország fovárosa Ujdelhi?;Ukrajna;India;Szváziföld;Svájc;2
Melyik ország fovárosa Bagdad?;Guinea;Irak;Lengyelország;Etiópia;2
Melyik ország fovárosa Phnom Penh?;Kambodzsa;Zimbabwe;Bhután;Arab Emírségek;1
Melyik ország fovárosa Biskek?;Kirgizisztán;Comore-szigetek;Bissau-Guinea;Ausztria;1
Melyik ország fovárosa Bejrút?;Szomália;Azerbajdzsán;Törökország;Libanon;4
Melyik ország fovárosa Ulanbátor?;Belgium;Mongólia;Szamoa;Algéria;2
Melyik ország fovárosa Szingapúr?;Lettország;Etiópia;Horvátország;Szingapúr;4
Melyik ország fovárosa Bangkok?;Guyana;Malajzia;Thaiföld;Bolívia;3
Melyik ország fovárosa Luanda?;Kongó;Angola;Liechtenstein;Irország;2
Melyik ország fovárosa Moroni?;Tunézia;Azerbajdzsán;Comore-szigetek;Amerikai Egyesült Allamok;3
Melyik ország fovárosa Pretoria?;Litvánia;Líbia;Monaco;Dél-afrikai Köztársaság;4
Melyik ország fovárosa Libreville?;Sao Tomé és Príncipe;Gabon;Szváziföld;Afganisztán;2
Melyik ország fovárosa Nairobi?;Guyana;Szingapúr;Kolumbia;Kenya;4
Melyik ország fovárosa Brazzaville?;Kanada;Maldív-szigetek;Saint Lucia;Kongó;4
Melyik ország fovárosa Rabat?;Kína;Nicaragua;Marokkó;Jemen;3
Melyik ország fovárosa Maputo?;Törökország;Mozambik;Szudán;Ruanda;2
Melyik ország fovárosa Niamey?;Közép-afrikai Köztársaság;Jugoszlávia;Luxemburg;Niger;4
Melyik ország fovárosa Dodoma?;Tanzánia;Irország;Kenya;Horvátország;1
Melyik ország fovárosa Lusaka?;Koreai NDK;Zambia;Kuba;Kazahsztán;2
Melyik ország fovárosa Praia?;Togó;Szlovákia;Szenegál;Zöld-foki Köztársaság;4
Melyik ország fovárosa St.George's?;Honduras;Grenada;Irak;Jordánia;2
Melyik ország fovárosa Kingston?;Guinea;Jugoszlávia;Hollandia;Jamaica;4
Melyik ország fovárosa Managua?;Nicaragua;Panama;Koreai Köztársaság;Jamaica;1
Melyik ország fovárosa Buenos Aires?;Argentína;Benin;Andorra;Pápua Uj-Guinea;1
Melyik ország fovárosa Bogota?;Kolumbia;Moldova;Monaco;Mauritánia;1
Melyik ország fovárosa Lima?;Peru;Csád;Ausztria;Bissau-Guinea;1
Melyik ország fovárosa Suva?;Törökország;Fidzsi-szigetek;Bahrein;Szudán;2
Melyik ország fovárosa Wellington?;Kiribati;Uj-Zéland;Suriname;Szaúd-Arábia;2
Mi a következö ország fövárosa Trinidad és Tobago?;Gaborone;Apia;Port of Spain;Brüsszel;3
Mi a következö ország fövárosa Paraguay?;Luanda;Wellington;Asuncion;Bujumbura;3
Mi a következö ország fövárosa Uruguay?;Montevideo;Guatemala;Jeruzsálem;Tbiliszi;1
Mi a következö ország fövárosa Ausztrália?;Oslo;Niamey;Canberra;Bukarest;3
Mi a következö ország fövárosa: Andorra?;Buenos Aires;Georgetown;Andorra la Vella;Maszkat;3
Mi a következö ország fövárosa: Bosznia és Hercegovina?;Freetown;Szarajevó;Pozsony;Bukarest;2
Mi a következö ország fövárosa: Bulgária?;Szófia;Oslo;Valletta;Maseru;1
Mi a következö ország fövárosa: Irország?;Bécs;Brüsszel;Gaborone;Dublin;4
Mi a következö ország fövárosa: Jugoszlávia?;Belgrád;Port of Spain;Managua;Ulanbátor;1
Mi a következö ország fövárosa: Litvánia?;Varsó;London;Vilniusz;Bangui;3
Mi a következö ország fövárosa: Németország?;Niamey;Bamako;Berlin;Bukarest;3
Mi a következö ország fövárosa: Portugália?;Bogota;Jereván;Lisszabon;Male;3
Mi a következö ország fövárosa: Svájc?;Nuáksut;Moszkva;Kigali;Bern;4
Mi a következö ország fövárosa: Ukrajna?;Biskek;Panamá;Kijev;Ammán;3
Mi a következö ország fövárosa: Banglades?;Bujumbura;Dhaka;Malabó;Szarajevó;2
Mi a következö ország fövárosa: Ciprus?;Nicosia;Doha;Havanna;Jeruzsálem;1
Mi a következö ország fövárosa: Izrael?;Jeruzsálem;Santiago de Chile;San Salvador;Kuvait;1
Mi a következö ország fövárosa: Kazahsztán?;Asztana;Ouagadougou;Brüsszel;Apia;1
Mi a következö ország fövárosa: Kína?;Colombo;Lima;Peking;Bangkok;3
Mi a következö ország fövárosa: Malajzia?;Porto Novo;Kuala Lumpur;Andorra la Vella;Moroni;2
Mi a következö ország fövárosa: Mongólia?;Guatemala;Ujdelhi;Tokió;Ulanbátor;4
Mi a következö ország fövárosa: Örményország?;Jereván;Vaduz;Kisinyov;Nairobi;1
Mi a következö ország fövárosa: Türkmenisztán?;Kinshasa;Luxembourg;Accra;Ashabad;4
Mi a következö ország fövárosa: Vietnam?;Bangkok;Hanoi;Wellington;Algír;2
Mi a következö ország fövárosa: Burkina Faso?;Ouagadougou;Valletta;Yaoundé;Nairobi;1
Mi a következö ország fövárosa: Dél-afrikai Köztársaság?;Asztana;Havanna;Pretoria;Kuvait;3
Mi a következö ország fövárosa: Gabon?;Libreville;Santiago de Chile;Rangun;Vientiane;1
Mi a következö ország fövárosa: Gambia?;Tegucigalpa;Banjul;Ammán;Biskek;2
Mi a következö ország fövárosa: Közép-afrikai Köztársaság?;Bejrút;Buenos Aires;Bangui;Katmandu;3
Mi a következö ország fövárosa: Malawi?;Zágráb;Lilongwe;Libreville;Helsinki;2
Mi a következö ország fövárosa: Marokkó?;Honiara;Maszkat;Rabat;Szingapúr;3
Mi a következö ország fövárosa: Sao Tomé és Príncipe?;Gaborone;Apia;Bécs;Sao Tomé;4
Mi a következö ország fövárosa: Szváziföld?;Lisszabon;Maputo;Mbabane;Bern;3
Mi a következö ország fövárosa: Tunézia?;Tarawa;Luanda;Tunisz;Wellington;3
Mi a következö ország fövárosa: Bahama-szigetek?;Monrovia;Vaduz;Nassau;Nairobi;3
Mi a következö ország fövárosa: Guatemala?;Guatemala;Baku;Dakar;Ljubljana;1
Mi a következö ország fövárosa: Haiti?;Rabat;Tripoli;Madrid;Port-au-Prince;4
Mi a következö ország fövárosa: Mexikó?;Managua;Ammán;Mexikóváros;Biskek;3
Mi a következö ország fövárosa: Bolívia?;Doha;Ottawa;Phnom Penh;La Paz;4
Mi a következö ország fövárosa: Chile?;Dakar;Santiago de Chile;Freetown;Pozsony;2
Mi a következö ország fövárosa: Peru?;Male;Brasilia;Kingstown;Lima;4
Mi a következö ország fövárosa: Pápua Uj-Guinea?;Colombo;Port Moresby;Dusanbe;Lima;2
Mi a következö ország fövárosa: Salamon-szigetek?;Bejrút;Honiara;Managua;Katmandu;2
Mikor alakult a következö együttes: After Crying?;1976;1993;1986;1990;3
Mikor alakult a következö együttes: Azok a fiúk?;1990;1981;1988;1975;3
Mikor alakult a következö együttes: Bergendy?;1990;1959;1994;1982;2
Mikor alakult a következö együttes: Carmen?;1991;1995;1967;1990;4
Mikor alakult a következö együttes: CPG?;1979;1959;1986;1991;1
Mikor alakult a következö együttes: Dolly Roll?;1983;1981;1975;1993;1
Mikor alakult a következö együttes: Exotic?;1974;1986;1992;1967;2
Mikor alakult a következö együttes: Favágók?;1994;1962;1990;1965;1
Mikor alakult a következö együttes: Ferenczi György és a Herfli Davidson Band?;1988;1993;1967;1991;4
Mikor alakult a következö együttes: G-Play?;1978;1988;1975;1997;4
Mikor alakult a következö együttes: HétköznaPI CSAlódások?;1990;1986;1982;1992;1
Mikor alakult a következö együttes: Hobo Blues Band?;1978;1977;1979;1996;1
Mikor alakult a következö együttes: Kerozin?;1976;1967;1998;1980;3
Mikor alakult a következö együttes: KGB?;1979;1992;1962;1986;2
Mikor alakult a következö együttes: Kormorán?;1989;1978;1988;1976;4
Mikor alakult a következö együttes: MAK?;1990;1992;1965;1994;4
Mikor alakult a következö együttes: Moby Dick?;1987;1965;1962;1980;4
Mikor alakult a következö együttes: Neoprimitív?;1991;1976;1959;1986;2
Mikor alakult a következö együttes: Ossian?;1992;1986;1988;1978;2
Mikor alakult a következö együttes: Pál Utcai Fiúk?;1983;1962;1994;1990;1
Mikor alakult a következö együttes: Perfect Name?;1989;1968;1980;1992;1
Mikor alakult a következö együttes: Roy és Adám?;1992;1986;1976;1993;1
Mikor alakult a következö együttes: Sexepil?;1967;1968;1989;1981;3
Mikor alakult a következö együttes: Skorpió?;1989;1965;1973;1982;3
Mikor alakult a következö együttes: Sztiptíz?;1992;1970;1976;1993;1
Mikor alakult a következö együttes: Tankcsapda?;1989;1990;1983;1978;1
Mikor alakult a következö együttes: UFO?;1995;1962;1983;1968;1
Mikor alakult a következö együttes: V-Tech?;1996;1995;1982;1965;1
Melyik együttes az elöadója a következo számnak: Kurva élet?;Alvin és a mókusok;Neoton;Bergendy;Bonanza Banzai;1
Melyik együttes az elöadója a következo számnak: Jézusnak volt-e szakálla?;LGT;Apostol;Manhattan;Alvin és a mókusok;4
Melyik együttes az elöadója a következo számnak: Alomhajó?;Ferenczi György és a Herfli Davidson Ban;Freshfabrik;Sex Action;Carpe Diem;4
Melyik együttes az elöadója a következo számnak: Elhagyom a várost?;Sing Sing;Syrius;HétköznaPI CSAlódások;Edda;4
Melyik együttes az elöadója a következo számnak: 33 nevem volt?;Európa Kiadó;Kormorán;Alvin és a mókusok;Auróra;1
Melyik együttes az elöadója a következo számnak: Goofy with the gun?;Freshfabrik;Ganxsta Zolee és a Kartel;Sexepil;FLM;1
Melyik együttes az elöadója a következo számnak: Jól haladunk?;HétköznaPI CSAlódások;Junkies;Illés;Tátrai Band;1
Melyik együttes az elöadója a következo számnak: Tizen5év?;Hobo Blues Band;Tankcsapda;Hip Hop Boyz;Takáts Tamás Dirty Blues Band;3
Melyik együttes az elöadója a következo számnak: Tetovált nép?;Happy Gang;Solaris;Hélium;Hobo Blues Band;4
Melyik együttes az elöadója a következo számnak: Bábu vagy?;After Crying;Kispál és a Borz;100 Folk Celsius;KFT;4
Melyik együttes az elöadója a következo számnak: Tinglitangli?;Hisztéria;Tankcsapda;Kispál és a Borz;Hobo Blues Band;3
Melyik együttes az elöadója a következo számnak: Érints meg?;Neoton;Bergendy;Moby Dick;LGT;4
Melyik együttes az elöadója a következo számnak: Ködkürt?;Másfél;Sonia és a Sápadtarcúak;Hélium;Solaris;1
Melyik együttes az elöadója a következo számnak: Neohal?;Másfél;Moby Dick;Bergendy;Neoton;1
Melyik együttes az elöadója a következo számnak: Kell, hogy várj?;Inwest;Hobo Blues Band;Neoton;Ülloi Uti Fák;3
Melyik együttes az elöadója a következo számnak: Szerencsejáték?;KFT;Vágtázó Halottkémek;Warpigs;Neoton;4
Melyik együttes az elöadója a következo számnak: Trombitás Frédi?;Hungária;Exotic;Republic;Omega;4
Melyik együttes az elöadója a következo számnak: Csillagok útján?;Hobo Blues Band;Syrius;Omega;Takáts Tamás Dirty Blues Band;3
Melyik együttes az elöadója a következo számnak: Bál?;Bikini;Neoton;Bergendy;Pál Utcai Fiúk;4
Melyik együttes az elöadója a következo számnak: Szerelemharc?;Hobo Blues Band;Sonia és a Sápadtarcúak;Pál Utcai Fiúk;Sztiptíz;3
Melyik együttes az elöadója a következo számnak: Szállj el kismadár?;Sex Action;Ganxsta Zolee és a Kartel;Republic;Happy Gang;3
Melyik együttes az elöadója a következo számnak: Igy mulat egy beates magyar úr?;Auróra;Kozmix;Mex;Syrius;4
Melyik együttes az elöadója a következo számnak: Pocsolyába léptem?;Takáts Tamás Dirty Blues Band;MHV;Bikini;Neoton;1
Melyik együttes az elöadója a következo számnak: Tarzan?;Alvin és a mókusok;Auróra;UFO;Manhattan;3
Melyik együttes az elöadója a következo számnak: Gyerünk édes?;Elso emelet;East;Vidámpark;Perfect Name;3
Melyik együttes az elöadója a következo számnak: Miért kell, hogy elmenj?;Carmen;Dolly Roll;V. I. P.;Old Boys;3
Melyik együttes az elöadója a következo számnak: Orrom krumpli, hajam kóc?;Alvin és a mókusok;After Crying;Kormorán;100 Folk Celsius;4
Melyik együttes vezetöje Kotschor Zsolt?;Roy és Adám;Hungária;Exotic;Amokfutók;4
Melyik együttes vezetöje Vigi?;Bergendy;Moby Dick;Mester és Tanítványai;Auróra;4
Melyik együttes vezetöje Bergendy István?;G-Play;HétköznaPI CSAlódások;Bergendy;Skorpió;3
Melyik együttes vezetöje Soltész Rezso?;Rés;Republic;FLM;Corvina;4
Melyik együttes vezetöje Menyhárt János?;Felkai Blues Brothers;Pokolgép;Publo Hunny;MHV;4
Melyik együttes vezetöje Czutor Zoltán?;R-Go;Hisztéria;Nyers;Hip Hop Boyz;3
Melyik együttes vezetöje Paksi Endre?;Auróra;Ladánybene 27;Manhattan;Ossian;4
Melyik együttes vezetöje Lang Györgyi?;Kimnowak;Kormorán;Pa-dö-do;100 Folk Celsius;3
Melyik együttes vezetöje Geszti Péter?;100 Folk Celsius;Rapülok;Kispál és a Borz;After Crying;2
Melyik együttes vezetöje Hornyák Péter?;Dolly Roll;Omen;Seneca;Ossian;3
Melyik együttes vezetöje Szendrey Zsolt?;Sex Action;Bonanza Banzai;Bikini;Neoton;1
Melyik együttes vezetöje Baronits Zsolt?;100 Folk Celsius;Akela;Syrius;Kormorán;3
Melyik együttes vezetöje Bittner Gábor?;Sprint;HétköznaPI CSAlódások;Sztiptíz;Hobo Blues Band;3
Melyik együttes vezetöje Takáts Tamás?;Fonográf;Rolls;Generál;Takáts Tamás Dirty Blues Band;4
Melyik együttes vezetöje Rakonczai Viktor?;Emberek;V. I. P.;Publo Hunny;Perfect Name;2
"Melyik együttes vezetöje Kecskés ""Kefir"" Tibor?";V-Tech;Bergendy;Auróra;Manhattan;1
Melyik együttes vezetöje Dorogi Károly?;YOU and I;R-Go;Tankcsapda;Hisztéria;1
Mikor jelent meg: Alfa Romeo 75?;1976;1996;1951;1985;4
Mikor jelent meg: Fiat Uno?;1982;1979;1991;2000;1
Mikor jelent meg: Fiat Doblo?;1981;2000;1991;1959;2
Mikor jelent meg: Fiat Stilo?;1998;2001;1986;1968;2
Mikor jelent meg: Ford Mondeo?;1993;1994;1984;2000;1
Mikor jelent meg: Ford Mondeo III.?;2000;1983;1986;1989;1
Mikor jelent meg: Honda NSX?;1962;1990;1993;2000;2
Mikor jelent meg: Subaru XT?;1985;1959;1981;1995;1
Mikor jelent meg: Suzuki Ignis?;1993;2000;1974;1983;2
Mikor jelent meg: Toyota RAV 4?;1989;2000;1996;1994;4
Mikor jelent meg: Volkswagen Sharan?;1956;2000;1995;1982;3
Mikor jelent meg: Volkswagen Passat III.(gömbölyu)?;1993;1988;1990;2001;2
Mikor jelent meg: Volkswagen Golf III.?;1961;1963;1991;2000;3
Mikor jelent meg: Volvo S 40?;1994;1997;1954;1996;4
Mikor jelent meg: Volvo 760?;1997;1967;2000;1982;4
Mikor született Bartók Béla?;1756;1881;1567;1813;2
Mikor született Csajkovszkij, Pjotr Iljics?;1838;1840;1858;1659;2
Mikor született Donizetti, Gaetano?;1819;1881;1770;1797;4
Mikor született Offenbach, Jacques?;1819;1792;1797;1858;1
Mikor született Purcell, Henry?;1813;1659;1786;1756;2
Mikor született Rossini, Gioacchino?;1813;1756;1567;1792;4
Mikor halt meg Bizet, George?;1643;1875;1901;1791;2
Mikor halt meg Erkel Ferenc?;1848;1893;1924;1868;2
Mikor halt meg Gounod, Charles Francois?;1881;1883;1893;1791;3
Mikor halt meg Puccini, Giacomo?;1945;1924;1791;1901;2
Mikor halt meg Strauss, Johann?;1893;1899;1835;1924;2
Mikor halt meg Strauss, Richard?;1827;1880;1945;1949;4
"Ki komonálta a ""Anyegin"" c. operát?";Verdi, Giuseppe;Csajkovszkij, Pjotr Iljics;Monteverdi, Claudio;Mozart, Wolfgang Amadeus;2
"Ki komonálta a ""Háry János"" c. operát?";Monteverdi, Claudio;Kodály Zoltán;Mozart, Wolfgang Amadeus;Verdi, Giuseppe;2
"Ki komonálta a ""Bajazzók"" c. operát?";Gounod, Charles Francois;Kodály Zoltán;Leoncavallo, Ruggiero;Verdi, Giuseppe;3
"Ki komonálta a ""Borisz Godunov"" c. operát?";Donizetti, Gaetano;Puccini, Giacomo;Muszorgszkij, Mogyeszt Petrovics;Rossini, Gioacchino;3
"Ki komonálta a ""Tosca"" c. operát?";Verdi, Giuseppe;Mozart, Wolfgang Amadeus;Monteverdi, Claudio;Puccini, Giacomo;4
"Ki komonálta a ""Dido és Aeneas"" c. operát?";Strauss, Richard;Gerschwin, George;Purcell, Henry;Verdi, Giuseppe;3
"Ki komonálta a ""Rigoletto"" c. operát?";Verdi, Giuseppe;Donizetti, Gaetano;Purcell, Henry;Rossini, Gioacchino;1
"Ki komonálta a ""Otello"" c. operát?";Mozart, Wolfgang Amadeus;Verdi, Giuseppe;Monteverdi, Claudio;Leoncavallo, Ruggiero;2
"Ki komonálta a ""Traviata"" c. operát?";Rossini, Gioacchino;Verdi, Giuseppe;Erkel Ferenc;Strauss, Johann;2
"Mikor mutatták be Bizet, George ""Carmen"" c. operáját?";Bizet, George;Rossini, Gioacchino;Csajkovszkij, Pjotr Iljics;Donizetti, Gaetano;1
"Mikor mutatták be Donizetti, Gaetano ""Szerelmi bájital"" c. operáját?";Mozart, Wolfgang Amadeus;Verdi, Giuseppe;Monteverdi, Claudio;Donizetti, Gaetano;4
"Mikor mutatták be Gerschwin, George ""Porgy és Bess"" c. operáját?";Erkel Ferenc;Gerschwin, George;Saint-Saens, Charles-Camille;Donizetti, Gaetano;2
"Mikor mutatták be Mozart, Wolfgang Amadeus ""Don Giovanni"" c. operáját?";Csajkovszkij, Pjotr Iljics;Purcell, Henry;Mozart, Wolfgang Amadeus;Bizet, George;3
"Mikor mutatták be Offenbach, Jacques ""Hoffmann meséi"" c. operáját?";Strauss, Richard;Strauss, Johann;Offenbach, Jacques;Erkel Ferenc;3
"Mikor mutatták be Puccini, Giacomo ""Pillangókisasszony"" c. operáját?";Puccini, Giacomo;Muszorgszkij, Mogyeszt Petrovics;Weber, Carl Maria von;Wagner, Richard;1
"Mikor mutatták be Saint-Saens, Charles-Camille ""Sámson és Delila"" c. operáját?";Saint-Saens, Charles-Camille;Donizetti, Gaetano;Csajkovszkij, Pjotr Iljics;Purcell, Henry;1
"Mikor mutatták be Verdi, Giuseppe ""Don Carlos"" c. operáját?";Verdi, Giuseppe;Donizetti, Gaetano;Purcell, Henry;Rossini, Gioacchino;1
"Mikor mutatták be Verdi, Giuseppe ""Nabucco"" c. operáját?";Verdi, Giuseppe;Wagner, Richard;Mozart, Wolfgang Amadeus;Muszorgszkij, Mogyeszt Petrovics;1
"Melyik operában szerepel ""a régi asszonyok""?";A bolygó hollandi;Aida;A készakállú herceg vára;Cosi fan tutte;3
"Melyik operában szerepel ""Don Pizzaro""?";Bajazzók;Fidelio;Don Carlos;Faust;2
"Melyik operában szerepel ""Rocco""?";Anyegin;Fidelio;Carmen;Dido és Aeneas;2
